Date,Wellfield,WF_Pumpage,StdPumpage
2020-10-01,NWH,5.097890410958899,5.351768547065901
2021-10-01,NWH,3.334465753424657,4.643479660115502
2022-10-01,NWH,2.8287123287671223,1.9242084820524366
2006-10-01,S21,5.3233972602739765,1.4442416803676232
2007-10-01,S21,4.500683060109283,2.2913741341303475
2008-10-01,S21,2.978136986301371,2.3913737678720826
2009-10-01,S21,1.3532602739726034,2.156043270245348
2010-10-01,S21,1.4929041095890407,2.2763367776748584
2011-10-01,S21,1.237704918032786,2.0417837166469885
2012-10-01,S21,2.536547945205479,2.6317897278199656
2013-10-01,S21,1.1146301369863019,1.9032710961848773
2014-10-01,S21,3.003041095890408,2.3070473282271693
2015-10-01,S21,0.01639344262295082,0.1727222756474341
2016-10-01,S21,5.384602739726023,3.8025347486680143
2017-10-01,S21,7.021013698630139,2.7489317230414634
2018-10-01,S21,2.875232876712328,3.279298163155068
2019-10-01,S21,4.535136612021857,5.0865889593675675
2020-10-01,S21,5.699972602739731,3.8377409004553074
2021-10-01,S21,3.9468767123287756,2.900452522221218
2022-10-01,S21,4.9148767123287715,2.474382218076258
2006-10-01,SPC,10.771150684931511,3.3319658573407445
2007-10-01,SPC,6.8674590163934495,4.875551345537569
2008-10-01,SPC,4.129945205479451,5.602126558282247
2009-10-01,SPC,6.08767123287671,6.404322355774278
2010-10-01,SPC,4.177123287671233,5.266667336528812
2011-10-01,SPC,2.49256830601093,4.556750880969018
2012-10-01,SPC,5.225589041095889,5.356374962858437
2013-10-01,SPC,4.419397260273974,4.986037776895581
2014-10-01,SPC,5.054383561643834,3.6084500136246764
2015-10-01,SPC,2.903579234972677,4.757859485105249
2016-10-01,SPC,5.515698630136983,4.890549236231414
2017-10-01,SPC,7.074219178082181,2.3827285486275063
2018-10-01,SPC,3.950136986301368,4.13025153331319
2019-10-01,SPC,3.8917213114754134,4.900177859666573
2020-10-01,SPC,5.2065753424657535,4.698659447346407
2021-10-01,SPC,10.40191780821918,3.740109909626046
2022-10-01,SPC,10.733972602739717,3.7280681514833645
2006-10-01,STK,12.29854794520548,1.997527957423716
2007-10-01,STK,5.203961748633876,3.528302923761016
2008-10-01,STK,4.263945205479454,1.1585934525095833
2009-10-01,STK,3.2902465753424663,1.0269830426072222
2010-10-01,STK,4.110958904109588,0.6270561001234981
2011-10-01,STK,4.154617486338799,0.74617214299452
2012-10-01,STK,4.430164383561645,0.6660041376488176
2013-10-01,STK,4.249205479452055,1.2146340623679206
2014-10-01,STK,4.069178082191784,1.2178825001344116
2015-10-01,STK,4.0843715846994515,1.267838853102771
2016-10-01,STK,3.8740547945205503,1.2841775908733875
2017-10-01,STK,4.8877260273972585,0.38522154537167635
2018-10-01,STK,4.955506849315069,0.4768037793960532
2019-10-01,STK,4.943907103825136,0.3178235611218648
2020-10-01,STK,5.206301369863016,0.4169786237481959
2021-10-01,STK,5.0115068493150705,0.27131178707268777
2022-10-01,STK,5.054876712328768,0.2351660592383898
