PointName,SCADAName,Date,AnnAvgPP
CBR013,CB-13,2018-01-01,2.5157534246575346
CBR013,CB-13,2019-01-01,3.183123287671234
CBR013,CB-13,2020-01-01,2.4209289617486336
CBR013,CB-13,2021-01-01,1.4168767123287667
CBR013,CB-13,2022-01-01,0.9568493150684926
CBR013,CB-13,2023-01-01,2.2793772893772895
CBR014,CB-14,2006-01-01,0.9807608695652175
CBR014,CB-14,2007-01-01,2.34523287671233
CBR014,CB-14,2008-01-01,2.212978142076504
CBR014,CB-14,2009-01-01,2.000657534246575
CBR014,CB-14,2010-01-01,2.2063287671232876
CBR014,CB-14,2011-01-01,2.087150684931507
CBR014,CB-14,2012-01-01,2.3244808743169387
CBR014,CB-14,2013-01-01,1.9956986301369861
CBR014,CB-14,2014-01-01,2.2194520547945196
CBR014,CB-14,2015-01-01,2.262794520547944
CBR014,CB-14,2016-01-01,3.0887704918032757
CBR014,CB-14,2017-01-01,2.153698630136986
CBR014,CB-14,2018-01-01,2.405780821917809
CBR014,CB-14,2019-01-01,0.0005205479452054794
CBR014,CB-14,2020-01-01,0.0030327868852459017
CBR014,CB-14,2021-01-01,1.175835616438356
CBR014,CB-14,2022-01-01,3.0356712328767124
CBR014,CB-14,2023-01-01,3.3317216117216093
CBR015,CB-15,2006-01-01,1.897826086956522
CBR015,CB-15,2007-01-01,1.9996712328767121
CBR015,CB-15,2008-01-01,1.7286338797814214
CBR015,CB-15,2009-01-01,1.7192054794520548
CBR015,CB-15,2010-01-01,2.008712328767123
CBR015,CB-15,2011-01-01,1.453506849315068
CBR015,CB-15,2012-01-01,2.005655737704916
CBR015,CB-15,2013-01-01,1.7673424657534242
CBR015,CB-15,2014-01-01,1.7944109589041082
CBR015,CB-15,2015-01-01,1.3743013698630135
CBR015,CB-15,2016-01-01,1.8306830601092898
CBR015,CB-15,2017-01-01,0.6489315068493153
CBR015,CB-15,2018-01-01,0.29539726027397256
CBR015,CB-15,2019-01-01,0.5067671232876713
CBR015,CB-15,2020-01-01,0.5508743169398906
CBR015,CB-15,2021-01-01,1.2127671232876713
CBR015,CB-15,2022-01-01,0.6428493150684931
CBR015,CB-15,2023-01-01,0.36010989010989014
CBR016,CB-16,2006-01-01,1.327282608695652
CBR016,CB-16,2007-01-01,2.022219178082191
CBR016,CB-16,2008-01-01,1.7769398907103802
CBR016,CB-16,2009-01-01,1.4847945205479447
CBR016,CB-16,2010-01-01,1.6215890410958904
CBR016,CB-16,2011-01-01,1.3173698630136979
CBR016,CB-16,2012-01-01,1.6850819672131125
CBR016,CB-16,2013-01-01,1.4435068493150678
CBR016,CB-16,2014-01-01,1.7519452054794518
CBR016,CB-16,2015-01-01,1.8422739726027395
CBR016,CB-16,2016-01-01,1.5403551912568303
CBR016,CB-16,2017-01-01,0.5335068493150684
CBR016,CB-16,2018-01-01,0.6882739726027398
CBR016,CB-16,2019-01-01,1.0397808219178082
CBR016,CB-16,2020-01-01,1.0906557377049182
CBR016,CB-16,2021-01-01,1.1917808219178088
CBR016,CB-16,2022-01-01,0.6432602739726024
CBR016,CB-16,2023-01-01,1.2364102564102564
CBR017,CB-17,2006-01-01,2.128804347826087
CBR017,CB-17,2007-01-01,2.5296986301369877
CBR017,CB-17,2008-01-01,2.2217759562841524
CBR017,CB-17,2009-01-01,2.049506849315068
CBR017,CB-17,2010-01-01,2.305479452054795
CBR017,CB-17,2011-01-01,2.0167945205479456
CBR017,CB-17,2012-01-01,2.3469398907103822
CBR017,CB-17,2013-01-01,1.9245205479452057
CBR017,CB-17,2014-01-01,2.289643835616438
CBR017,CB-17,2015-01-01,1.02054794520548
CBR017,CB-17,2016-01-01,2.604535519125683
CBR017,CB-17,2017-01-01,3.1537534246575363
CBR017,CB-17,2018-01-01,3.1682465753424665
CBR017,CB-17,2019-01-01,3.101424657534249
CBR017,CB-17,2020-01-01,1.7594262295081955
CBR017,CB-17,2021-01-01,2.4252876712328764
CBR017,CB-17,2022-01-01,2.836739726027396
CBR017,CB-17,2023-01-01,2.6619413919413915
CYC001,CC-01,2006-01-01,1.0531521739130436
CYC001,CC-01,2007-01-01,1.932082191780821
