SCADAName,WeekStartDate,Pumpage,Pumpage05,Pumpage10,Pumpage_10,Pumpage15
BUD-2,2013-10-07,0.9,0.4,0,0.9,0
BUD-2,2013-10-14,0.9,0.4,0,0.9,0
BUD-2,2013-10-21,0.9,0.4,0,0.9,0
BUD-2,2013-10-28,0.906,0.406,0,0.906,0
BUD-2,2013-11-04,0.9,0.4,0,0.9,0
BUD-2,2013-11-11,0.886,0.386,0,0.886,0
BUD-2,2013-11-18,0.899,0.399,0,0.899,0
BUD-2,2013-11-25,0.899,0.399,0,0.899,0
BUD-2,2013-12-02,0.9,0.4,0,0.9,0
BUD-2,2013-12-09,0.9,0.4,0,0.9,0
BUD-2,2013-12-16,0.9,0.4,0,0.9,0
BUD-2,2013-12-23,0.896,0.396,0,0.896,0
BUD-2,2013-12-30,0.664,0.164,0,0.664,0
BUD-2,2014-01-06,0.619,0.119,0,0.619,0
BUD-2,2014-01-13,0.843,0.343,0,0.843,0
BUD-2,2014-01-20,0.9,0.4,0,0.9,0
BUD-2,2014-01-27,0.9,0.4,0,0.9,0
BUD-2,2014-02-03,0.639,0.139,0,0.639,0
BUD-2,2014-02-10,0.9,0.4,0,0.9,0
BUD-2,2014-02-17,0.774,0.274,0,0.774,0
BUD-2,2014-02-24,0.9,0.4,0,0.9,0
BUD-2,2014-03-03,0.477,0,0,0.477,0
BUD-2,2014-03-10,0.164,0,0,0.164,0
BUD-2,2014-03-17,0,0,0,0,0
BUD-2,2014-03-24,0.709,0.209,0,0.709,0
BUD-2,2014-03-31,0.89,0.39,0,0.89,0
BUD-2,2014-04-07,0.893,0.393,0,0.893,0
BUD-2,2014-04-14,0.444,0,0,0.444,0
BUD-2,2014-04-21,0.034,0,0,0.034,0
BUD-2,2014-04-28,0.516,0.016,0,0.516,0
BUD-2,2014-05-05,0.8,0.3,0,0.8,0
BUD-2,2014-05-12,0.8,0.3,0,0.8,0
BUD-2,2014-05-19,0.8,0.3,0,0.8,0
BUD-2,2014-05-26,0.79,0.29,0,0.79,0
BUD-2,2014-06-02,0.8,0.3,0,0.8,0
BUD-2,2014-06-09,0.669,0.169,0,0.669,0
BUD-2,2014-06-16,0.676,0.176,0,0.676,0
BUD-2,2014-06-23,0.8,0.3,0,0.8,0
BUD-2,2014-06-30,0.864,0.364,0,0.864,0
BUD-2,2014-07-07,0.339,0,0,0.339,0
BUD-2,2014-07-14,0,0,0,0,0
BUD-2,2014-07-21,0,0,0,0,0
BUD-2,2014-07-28,0,0,0,0,0
BUD-2,2014-08-04,0,0,0,0,0
BUD-2,2014-08-11,0,0,0,0,0
BUD-2,2014-08-18,0,0,0,0,0
BUD-2,2014-08-25,0,0,0,0,0
BUD-2,2014-09-01,0,0,0,0,0
BUD-2,2014-09-08,0,0,0,0,0
BUD-2,2014-09-15,0,0,0,0,0
BUD-2,2014-09-22,0,0,0,0,0
BUD-2,2014-09-29,0,0,0,0,0
BUD-2,2014-10-06,0,0,0,0,0
BUD-2,2014-10-13,0,0,0,0,0
BUD-2,2014-10-20,0,0,0,0,0
BUD-2,2014-10-27,0,0,0,0,0
BUD-2,2014-11-03,0,0,0,0,0
BUD-2,2014-11-10,0.836,0.336,0,0.836,0
BUD-2,2014-11-17,0.9,0.4,0,0.9,0
BUD-2,2014-11-24,0.9,0.4,0,0.9,0
BUD-2,2014-12-01,0.9,0.4,0,0.9,0
BUD-2,2014-12-08,0.9,0.4,0,0.9,0
BUD-2,2014-12-15,0.9,0.4,0,0.9,0
BUD-2,2014-12-22,0.9,0.4,0,0.9,0
BUD-2,2014-12-29,0.9,0.4,0,0.9,0
BUD-2,2015-01-05,0.873,0.373,0,0.873,0
BUD-2,2015-01-12,0.9,0.4,0,0.9,0
BUD-2,2015-01-19,0.9,0.4,0,0.9,0
BUD-2,2015-01-26,0.9,0.4,0,0.9,0
BUD-2,2015-02-02,0.9,0.4,0,0.9,0
BUD-2,2015-02-09,0.9,0.4,0,0.9,0
BUD-2,2015-02-16,0.829,0.329,0,0.829,0
BUD-2,2015-02-23,0.84,0.34,0,0.84,0
BUD-2,2015-03-02,0.894,0.394,0,0.894,0
BUD-2,2015-03-09,0.9,0.4,0,0.9,0
BUD-2,2015-03-16,0.9,0.4,0,0.9,0
BUD-2,2015-03-23,0.9,0.4,0,0.9,0
BUD-2,2015-03-30,0.9,0.4,0,0.9,0
BUD-2,2015-04-06,0.9,0.4,0,0.9,0
BUD-2,2015-04-13,0.86,0.36,0,0.86,0
BUD-2,2015-04-20,0.856,0.356,0,0.856,0
BUD-2,2015-04-27,0.9,0.4,0,0.9,0
BUD-2,2015-05-04,0.9,0.4,0,0.9,0
BUD-2,2015-05-11,0.9,0.4,0,0.9,0
BUD-2,2015-05-18,0.9,0.4,0,0.9,0
BUD-2,2015-05-25,0.9,0.4,0,0.9,0
BUD-2,2015-06-01,0.9,0.4,0,0.9,0
BUD-2,2015-06-08,0.807,0.307,0,0.807,0
BUD-2,2015-06-15,0.589,0.089,0,0.589,0
BUD-2,2015-06-22,0.9,0.4,0,0.9,0
BUD-2,2015-06-29,0.887,0.387,0,0.887,0
BUD-2,2015-07-06,0.844,0.344,0,0.844,0
BUD-2,2015-07-13,0.9,0.4,0,0.9,0
BUD-2,2015-07-20,0.9,0.4,0,0.9,0
BUD-2,2015-07-27,0.9,0.4,0,0.9,0
BUD-2,2015-08-03,0.9,0.4,0,0.9,0
BUD-2,2015-08-10,0.9,0.4,0,0.9,0
BUD-2,2015-08-17,0.471,0,0,0.471,0
BUD-2,2015-08-24,0,0,0,0,0
BUD-2,2015-08-31,0.44,0,0,0.44,0
BUD-2,2015-09-07,0.874,0.374,0,0.874,0
BUD-2,2015-09-14,0,0,0,0,0
BUD-2,2015-09-21,0.327,0,0,0.327,0
BUD-2,2015-09-28,0.9,0.4,0,0.9,0
BUD-2,2015-10-05,0.741,0.241,0,0.741,0
BUD-2,2015-10-12,0.899,0.399,0,0.899,0
BUD-2,2015-10-19,0.9,0.4,0,0.9,0
BUD-2,2015-10-26,0.904,0.404,0,0.904,0
BUD-2,2015-11-02,0.83,0.33,0,0.83,0
BUD-2,2015-11-09,0.9,0.4,0,0.9,0
BUD-2,2015-11-16,0.754,0.254,0,0.754,0
BUD-2,2015-11-23,0.913,0.413,0,0.913,0
BUD-2,2015-11-30,0.221,0,0,0.221,0
BUD-2,2015-12-07,0,0,0,0,0
BUD-2,2015-12-14,0.359,0,0,0.359,0
BUD-2,2015-12-21,1,0.5,0,1,0
BUD-2,2015-12-28,1,0.5,0,1,0
BUD-2,2016-01-04,1,0.5,0,1,0
BUD-2,2016-01-11,1,0.5,0,1,0
BUD-2,2016-01-18,1,0.5,0,1,0
BUD-2,2016-01-25,1,0.5,0,1,0
BUD-2,2016-02-01,1,0.5,0,1,0
BUD-2,2016-02-08,1,0.5,0,1,0
BUD-2,2016-02-15,1,0.5,0,1,0
BUD-2,2016-02-22,1,0.5,0,1,0
BUD-2,2016-02-29,1,0.5,0,1,0
BUD-2,2016-03-07,0.993,0.493,0,0.993,0
BUD-2,2016-03-14,1,0.5,0,1,0
BUD-2,2016-03-21,0.937,0.437,0,0.937,0
BUD-2,2016-03-28,0.976,0.476,0,0.976,0
BUD-2,2016-04-04,0.971,0.471,0,0.971,0
BUD-2,2016-04-11,0.847,0.347,0,0.847,0
BUD-2,2016-04-18,0.997,0.497,0,0.997,0
BUD-2,2016-04-25,0.676,0.176,0,0.676,0
BUD-2,2016-05-02,0.77,0.27,0,0.77,0
BUD-2,2016-05-09,1,0.5,0,1,0
BUD-2,2016-05-16,1,0.5,0,1,0
BUD-2,2016-05-23,1,0.5,0,1,0
BUD-2,2016-05-30,0.947,0.447,0,0.947,0
BUD-2,2016-06-06,0.011,0,0,0.011,0
BUD-2,2016-06-13,0.794,0.294,0,0.794,0
BUD-2,2016-06-20,0.91,0.41,0,0.91,0
BUD-2,2016-06-27,1,0.5,0,1,0
BUD-2,2016-07-04,1,0.5,0,1,0
BUD-2,2016-07-11,0.913,0.413,0,0.913,0
BUD-2,2016-07-18,1,0.5,0,1,0
BUD-2,2016-07-25,0.857,0.357,0,0.857,0
BUD-2,2016-08-01,0.486,0,0,0.486,0
BUD-2,2016-08-08,1,0.5,0,1,0
BUD-2,2016-08-15,1,0.5,0,1,0
BUD-2,2016-08-22,1,0.5,0,1,0
BUD-2,2016-08-29,0.546,0.046,0,0.546,0
BUD-2,2016-09-05,0.784,0.284,0,0.784,0
BUD-2,2016-09-12,0.94,0.44,0,0.94,0
BUD-2,2016-09-19,1,0.5,0,1,0
BUD-2,2016-09-26,0.88,0.38,0,0.88,0
BUD-2,2016-10-03,0.996,0.496,0,0.996,0
BUD-2,2016-10-10,1,0.5,0,1,0
BUD-2,2016-10-17,0.133,0,0,0.133,0
BUD-2,2016-10-24,0.361,0,0,0.361,0
BUD-2,2016-10-31,1.006,0.506,0.006,0,0
BUD-2,2016-11-07,1,0.5,0,1,0
BUD-2,2016-11-14,1,0.5,0,1,0
BUD-2,2016-11-21,1,0.5,0,1,0
BUD-2,2016-11-28,1,0.5,0,1,0
BUD-2,2016-12-05,0.669,0.169,0,0.669,0
BUD-2,2016-12-12,0.6,0.1,0,0.6,0
BUD-2,2016-12-19,0.487,0,0,0.487,0
BUD-2,2016-12-26,0.6,0.1,0,0.6,0
BUD-2,2017-01-02,0.6,0.1,0,0.6,0
BUD-2,2017-01-09,0.6,0.1,0,0.6,0
BUD-2,2017-01-16,0.203,0,0,0.203,0
BUD-2,2017-01-23,0,0,0,0,0
BUD-2,2017-01-30,0.486,0,0,0.486,0
BUD-2,2017-02-06,0.6,0.1,0,0.6,0
BUD-2,2017-02-13,0.586,0.086,0,0.586,0
BUD-2,2017-02-20,0.6,0.1,0,0.6,0
BUD-2,2017-02-27,0.591,0.091,0,0.591,0
BUD-2,2017-03-06,0.596,0.096,0,0.596,0
BUD-2,2017-03-13,0.6,0.1,0,0.6,0
BUD-2,2017-03-20,0.6,0.1,0,0.6,0
BUD-2,2017-03-27,0.593,0.093,0,0.593,0
BUD-2,2017-04-03,0.594,0.094,0,0.594,0
BUD-2,2017-04-10,0.6,0.1,0,0.6,0
BUD-2,2017-04-17,0.6,0.1,0,0.6,0
BUD-2,2017-04-24,0.6,0.1,0,0.6,0
BUD-2,2017-05-01,0.6,0.1,0,0.6,0
BUD-2,2017-05-08,0.6,0.1,0,0.6,0
BUD-2,2017-05-15,0.6,0.1,0,0.6,0
BUD-2,2017-05-22,0.6,0.1,0,0.6,0
BUD-2,2017-05-29,0.6,0.1,0,0.6,0
BUD-2,2017-06-05,0.599,0.099,0,0.599,0
BUD-2,2017-06-12,0.596,0.096,0,0.596,0
BUD-2,2017-06-19,0.6,0.1,0,0.6,0
BUD-2,2017-06-26,0.561,0.061,0,0.561,0
BUD-2,2017-07-03,0.599,0.099,0,0.599,0
BUD-2,2017-07-10,0.6,0.1,0,0.6,0
BUD-2,2017-07-17,0.6,0.1,0,0.6,0
BUD-2,2017-07-24,0.6,0.1,0,0.6,0
BUD-2,2017-07-31,0.6,0.1,0,0.6,0
BUD-2,2017-08-07,0.6,0.1,0,0.6,0
BUD-2,2017-08-14,0.597,0.097,0,0.597,0
BUD-2,2017-08-21,0.597,0.097,0,0.597,0
BUD-2,2017-08-28,0.597,0.097,0,0.597,0
BUD-2,2017-09-04,0.473,0,0,0.473,0
BUD-2,2017-09-11,0.304,0,0,0.304,0
BUD-2,2017-09-18,0.6,0.1,0,0.6,0
BUD-2,2017-09-25,0.6,0.1,0,0.6,0
BUD-2,2017-10-02,0.571,0.071,0,0.571,0
BUD-2,2017-10-09,0.599,0.099,0,0.599,0
BUD-2,2017-10-16,0.6,0.1,0,0.6,0
BUD-2,2017-10-23,0.596,0.096,0,0.596,0
BUD-2,2017-10-30,0.604,0.104,0,0.604,0
BUD-2,2017-11-06,0.6,0.1,0,0.6,0
BUD-2,2017-11-13,0.6,0.1,0,0.6,0
BUD-2,2017-11-20,0.6,0.1,0,0.6,0
BUD-2,2017-11-27,0.6,0.1,0,0.6,0
BUD-2,2017-12-04,0.6,0.1,0,0.6,0
BUD-2,2017-12-11,0.6,0.1,0,0.6,0
BUD-2,2017-12-18,0.583,0.083,0,0.583,0
BUD-2,2017-12-25,0.6,0.1,0,0.6,0
BUD-2,2018-01-01,0.6,0.1,0,0.6,0
BUD-2,2018-01-08,0.6,0.1,0,0.6,0
BUD-2,2018-01-15,0.599,0.099,0,0.599,0
BUD-2,2018-01-22,0.6,0.1,0,0.6,0
BUD-2,2018-01-29,0.6,0.1,0,0.6,0
BUD-2,2018-02-05,0.6,0.1,0,0.6,0
BUD-2,2018-02-12,0.6,0.1,0,0.6,0
BUD-2,2018-02-19,0.394,0,0,0.394,0
BUD-2,2018-02-26,0.216,0,0,0.216,0
BUD-2,2018-03-05,0.596,0.096,0,0.596,0
BUD-2,2018-03-12,0.6,0.1,0,0.6,0
BUD-2,2018-03-19,0.6,0.1,0,0.6,0
BUD-2,2018-03-26,0.599,0.099,0,0.599,0
BUD-2,2018-04-02,0.693,0.193,0,0.693,0
BUD-2,2018-04-09,0.723,0.223,0,0.723,0
BUD-2,2018-04-16,0.747,0.247,0,0.747,0
BUD-2,2018-04-23,0.75,0.25,0,0.75,0
BUD-2,2018-04-30,0.746,0.246,0,0.746,0
BUD-2,2018-05-07,0.75,0.25,0,0.75,0
BUD-2,2018-05-14,0.72,0.22,0,0.72,0
BUD-2,2018-05-21,0.75,0.25,0,0.75,0
BUD-2,2018-05-28,0.746,0.246,0,0.746,0
BUD-2,2018-06-04,0.75,0.25,0,0.75,0
BUD-2,2018-06-11,2.054,1.554,1.054,0,0.554
BUD-2,2018-06-18,1.324,0.824,0.324,0,0
BUD-2,2018-06-25,0.9,0.4,0,0.9,0
BUD-2,2018-07-02,0.983,0.483,0,0.983,0
BUD-2,2018-07-09,1,0.5,0,1,0
BUD-2,2018-07-16,0.986,0.486,0,0.986,0
BUD-2,2018-07-23,0.939,0.439,0,0.939,0
BUD-2,2018-07-30,1,0.5,0,1,0
BUD-2,2018-08-06,1.093,0.593,0.093,0,0
BUD-2,2018-08-13,0.99,0.49,0,0.99,0
BUD-2,2018-08-20,0.92,0.42,0,0.92,0
BUD-2,2018-08-27,1.099,0.599,0.099,0,0
BUD-2,2018-09-03,1.1,0.6,0.1,0,0
BUD-2,2018-09-10,1.1,0.6,0.1,0,0
BUD-2,2018-09-17,1.1,0.6,0.1,0,0
BUD-2,2018-09-24,1.1,0.6,0.1,0,0
BUD-2,2018-10-01,1.1,0.6,0.1,0,0
BUD-2,2018-10-08,1.1,0.6,0.1,0,0
BUD-2,2018-10-15,1.1,0.6,0.1,0,0
BUD-2,2018-10-22,1.1,0.6,0.1,0,0
BUD-2,2018-10-29,1.107,0.607,0.107,0,0
BUD-2,2018-11-05,1.094,0.594,0.094,0,0
BUD-2,2018-11-12,1.1,0.6,0.1,0,0
BUD-2,2018-11-19,1.1,0.6,0.1,0,0
BUD-2,2018-11-26,1.1,0.6,0.1,0,0
BUD-2,2018-12-03,1.1,0.6,0.1,0,0
BUD-2,2018-12-10,1.1,0.6,0.1,0,0
BUD-2,2018-12-17,0.949,0.449,0,0.949,0
BUD-2,2018-12-24,0.733,0.233,0,0.733,0
BUD-2,2018-12-31,0.926,0.426,0,0.926,0
BUD-2,2019-01-07,0.903,0.403,0,0.903,0
BUD-2,2019-01-14,1,0.5,0,1,0
BUD-2,2019-01-21,1,0.5,0,1,0
BUD-2,2019-01-28,1,0.5,0,1,0
BUD-2,2019-02-04,0.999,0.499,0,0.999,0
BUD-2,2019-02-11,1,0.5,0,1,0
BUD-2,2019-02-18,1,0.5,0,1,0
BUD-2,2019-02-25,1,0.5,0,1,0
BUD-2,2019-03-04,0.994,0.494,0,0.994,0
BUD-2,2019-03-11,1,0.5,0,1,0
BUD-2,2019-03-18,0.993,0.493,0,0.993,0
BUD-2,2019-03-25,1,0.5,0,1,0
BUD-2,2019-04-01,0.987,0.487,0,0.987,0
BUD-2,2019-04-08,1,0.5,0,1,0
BUD-2,2019-04-15,0.964,0.464,0,0.964,0
BUD-2,2019-04-22,0.996,0.496,0,0.996,0
BUD-2,2019-04-29,1,0.5,0,1,0
BUD-2,2019-05-06,0.951,0.451,0,0.951,0
BUD-2,2019-05-13,1,0.5,0,1,0
BUD-2,2019-05-20,0.996,0.496,0,0.996,0
BUD-2,2019-05-27,0.999,0.499,0,0.999,0
BUD-2,2019-06-03,0.994,0.494,0,0.994,0
BUD-2,2019-06-10,1,0.5,0,1,0
BUD-2,2019-06-17,1,0.5,0,1,0
BUD-2,2019-06-24,1,0.5,0,1,0
BUD-2,2019-07-01,0.989,0.489,0,0.989,0
BUD-2,2019-07-08,1,0.5,0,1,0
BUD-2,2019-07-15,1,0.5,0,1,0
BUD-2,2019-07-22,1,0.5,0,1,0
BUD-2,2019-07-29,1,0.5,0,1,0
BUD-2,2019-08-05,1,0.5,0,1,0
BUD-2,2019-08-12,0.849,0.349,0,0.849,0
BUD-2,2019-08-19,0.949,0.449,0,0.949,0
BUD-2,2019-08-26,1,0.5,0,1,0
BUD-2,2019-09-02,1,0.5,0,1,0
BUD-2,2019-09-09,1,0.5,0,1,0
BUD-2,2019-09-16,0.999,0.499,0,0.999,0
BUD-2,2019-09-23,1,0.5,0,1,0
BUD-2,2019-09-30,1,0.5,0,1,0
BUD-4,2013-10-07,0.8,0.3,0,0.8,0
BUD-4,2013-10-14,0.8,0.3,0,0.8,0
BUD-4,2013-10-21,0.8,0.3,0,0.8,0
BUD-4,2013-10-28,0.804,0.304,0,0.804,0
BUD-4,2013-11-04,0.8,0.3,0,0.8,0
BUD-4,2013-11-11,0.783,0.283,0,0.783,0
BUD-4,2013-11-18,0.799,0.299,0,0.799,0
BUD-4,2013-11-25,0.8,0.3,0,0.8,0
BUD-4,2013-12-02,0.8,0.3,0,0.8,0
BUD-4,2013-12-09,0.8,0.3,0,0.8,0
BUD-4,2013-12-16,0.8,0.3,0,0.8,0
BUD-4,2013-12-23,0.811,0.311,0,0.811,0
BUD-4,2013-12-30,0.607,0.107,0,0.607,0
BUD-4,2014-01-06,0.553,0.053,0,0.553,0
BUD-4,2014-01-13,0.75,0.25,0,0.75,0
BUD-4,2014-01-20,0.8,0.3,0,0.8,0
BUD-4,2014-01-27,0.8,0.3,0,0.8,0
BUD-4,2014-02-03,0.553,0.053,0,0.553,0
BUD-4,2014-02-10,0.8,0.3,0,0.8,0
BUD-4,2014-02-17,0.689,0.189,0,0.689,0
BUD-4,2014-02-24,0.8,0.3,0,0.8,0
BUD-4,2014-03-03,0.426,0,0,0.426,0
BUD-4,2014-03-10,0.8,0.3,0,0.8,0
BUD-4,2014-03-17,0.8,0.3,0,0.8,0
BUD-4,2014-03-24,0.779,0.279,0,0.779,0
BUD-4,2014-03-31,0.793,0.293,0,0.793,0
BUD-4,2014-04-07,0.201,0,0,0.201,0
BUD-4,2014-04-14,0,0,0,0,0
BUD-4,2014-04-21,0,0,0,0,0
BUD-4,2014-04-28,0,0,0,0,0
BUD-4,2014-05-05,0,0,0,0,0
BUD-4,2014-05-12,0,0,0,0,0
BUD-4,2014-05-19,0,0,0,0,0
BUD-4,2014-05-26,0,0,0,0,0
BUD-4,2014-06-02,0,0,0,0,0
BUD-4,2014-06-09,0,0,0,0,0
BUD-4,2014-06-16,0,0,0,0,0
BUD-4,2014-06-23,0,0,0,0,0
BUD-4,2014-06-30,0,0,0,0,0
BUD-4,2014-07-07,0,0,0,0,0
BUD-4,2014-07-14,0,0,0,0,0
BUD-4,2014-07-21,0,0,0,0,0
BUD-4,2014-07-28,0,0,0,0,0
BUD-4,2014-08-04,0,0,0,0,0
BUD-4,2014-08-11,0,0,0,0,0
BUD-4,2014-08-18,0,0,0,0,0
BUD-4,2014-08-25,0,0,0,0,0
BUD-4,2014-09-01,0.024,0,0,0.024,0
BUD-4,2014-09-08,0.016,0,0,0.016,0
BUD-4,2014-09-15,0,0,0,0,0
BUD-4,2014-09-22,0,0,0,0,0
BUD-4,2014-09-29,0,0,0,0,0
BUD-4,2014-10-06,0,0,0,0,0
BUD-4,2014-10-13,0,0,0,0,0
BUD-4,2014-10-20,0,0,0,0,0
BUD-4,2014-10-27,0,0,0,0,0
BUD-4,2014-11-03,0,0,0,0,0
BUD-4,2014-11-10,0.743,0.243,0,0.743,0
BUD-4,2014-11-17,0.8,0.3,0,0.8,0
BUD-4,2014-11-24,0.799,0.299,0,0.799,0
BUD-4,2014-12-01,0.8,0.3,0,0.8,0
BUD-4,2014-12-08,0.8,0.3,0,0.8,0
BUD-4,2014-12-15,0.747,0.247,0,0.747,0
BUD-4,2014-12-22,0.8,0.3,0,0.8,0
BUD-4,2014-12-29,0.787,0.287,0,0.787,0
BUD-4,2015-01-05,0.777,0.277,0,0.777,0
BUD-4,2015-01-12,0.8,0.3,0,0.8,0
BUD-4,2015-01-19,0.8,0.3,0,0.8,0
BUD-4,2015-01-26,0.8,0.3,0,0.8,0
BUD-4,2015-02-02,0.8,0.3,0,0.8,0
BUD-4,2015-02-09,0.8,0.3,0,0.8,0
BUD-4,2015-02-16,0.734,0.234,0,0.734,0
BUD-4,2015-02-23,0.749,0.249,0,0.749,0
BUD-4,2015-03-02,0.796,0.296,0,0.796,0
BUD-4,2015-03-09,0.799,0.299,0,0.799,0
BUD-4,2015-03-16,0.8,0.3,0,0.8,0
BUD-4,2015-03-23,0.8,0.3,0,0.8,0
BUD-4,2015-03-30,0.8,0.3,0,0.8,0
BUD-4,2015-04-06,0.741,0.241,0,0.741,0
BUD-4,2015-04-13,0.686,0.186,0,0.686,0
BUD-4,2015-04-20,0.663,0.163,0,0.663,0
BUD-4,2015-04-27,0.757,0.257,0,0.757,0
BUD-4,2015-05-04,0.796,0.296,0,0.796,0
BUD-4,2015-05-11,0.74,0.24,0,0.74,0
BUD-4,2015-05-18,0.8,0.3,0,0.8,0
BUD-4,2015-05-25,0.78,0.28,0,0.78,0
BUD-4,2015-06-01,0.753,0.253,0,0.753,0
BUD-4,2015-06-08,0.717,0.217,0,0.717,0
BUD-4,2015-06-15,0.523,0.023,0,0.523,0
BUD-4,2015-06-22,0.8,0.3,0,0.8,0
BUD-4,2015-06-29,0.789,0.289,0,0.789,0
BUD-4,2015-07-06,0.791,0.291,0,0.791,0
BUD-4,2015-07-13,0.796,0.296,0,0.796,0
BUD-4,2015-07-20,0.789,0.289,0,0.789,0
BUD-4,2015-07-27,0.819,0.319,0,0.819,0
BUD-4,2015-08-03,0.85,0.35,0,0.85,0
BUD-4,2015-08-10,0.85,0.35,0,0.85,0
BUD-4,2015-08-17,0.85,0.35,0,0.85,0
BUD-4,2015-08-24,0.85,0.35,0,0.85,0
BUD-4,2015-08-31,0.85,0.35,0,0.85,0
BUD-4,2015-09-07,0.816,0.316,0,0.816,0
BUD-4,2015-09-14,0,0,0,0,0
BUD-4,2015-09-21,0.309,0,0,0.309,0
BUD-4,2015-09-28,0.85,0.35,0,0.85,0
BUD-4,2015-10-05,0.701,0.201,0,0.701,0
BUD-4,2015-10-12,0.85,0.35,0,0.85,0
BUD-4,2015-10-19,0.85,0.35,0,0.85,0
BUD-4,2015-10-26,0.856,0.356,0,0.856,0
BUD-4,2015-11-02,0.777,0.277,0,0.777,0
BUD-4,2015-11-09,0.85,0.35,0,0.85,0
BUD-4,2015-11-16,0.641,0.141,0,0.641,0
BUD-4,2015-11-23,0.776,0.276,0,0.776,0
BUD-4,2015-11-30,0.189,0,0,0.189,0
BUD-4,2015-12-07,0,0,0,0,0
BUD-4,2015-12-14,0.3,0,0,0.3,0
BUD-4,2015-12-21,0.817,0.317,0,0.817,0
BUD-4,2015-12-28,0.85,0.35,0,0.85,0
BUD-4,2016-01-04,0.85,0.35,0,0.85,0
BUD-4,2016-01-11,0.85,0.35,0,0.85,0
BUD-4,2016-01-18,0.85,0.35,0,0.85,0
BUD-4,2016-01-25,0.85,0.35,0,0.85,0
BUD-4,2016-02-01,0.85,0.35,0,0.85,0
BUD-4,2016-02-08,0.85,0.35,0,0.85,0
BUD-4,2016-02-15,0.85,0.35,0,0.85,0
BUD-4,2016-02-22,0.85,0.35,0,0.85,0
BUD-4,2016-02-29,0.85,0.35,0,0.85,0
BUD-4,2016-03-07,0.799,0.299,0,0.799,0
BUD-4,2016-03-14,0.85,0.35,0,0.85,0
BUD-4,2016-03-21,0.796,0.296,0,0.796,0
BUD-4,2016-03-28,0.806,0.306,0,0.806,0
BUD-4,2016-04-04,0.85,0.35,0,0.85,0
BUD-4,2016-04-11,0.721,0.221,0,0.721,0
BUD-4,2016-04-18,0.847,0.347,0,0.847,0
BUD-4,2016-04-25,0.574,0.074,0,0.574,0
BUD-4,2016-05-02,0.656,0.156,0,0.656,0
BUD-4,2016-05-09,0.844,0.344,0,0.844,0
BUD-4,2016-05-16,0.85,0.35,0,0.85,0
BUD-4,2016-05-23,0.85,0.35,0,0.85,0
BUD-4,2016-05-30,0.794,0.294,0,0.794,0
BUD-4,2016-06-06,0.009,0,0,0.009,0
BUD-4,2016-06-13,0.657,0.157,0,0.657,0
BUD-4,2016-06-20,0.756,0.256,0,0.756,0
BUD-4,2016-06-27,0.824,0.324,0,0.824,0
BUD-4,2016-07-04,0.83,0.33,0,0.83,0
BUD-4,2016-07-11,0.753,0.253,0,0.753,0
BUD-4,2016-07-18,0.79,0.29,0,0.79,0
BUD-4,2016-07-25,0.824,0.324,0,0.824,0
BUD-4,2016-08-01,0.83,0.33,0,0.83,0
BUD-4,2016-08-08,0.754,0.254,0,0.754,0
BUD-4,2016-08-15,0.83,0.33,0,0.83,0
BUD-4,2016-08-22,0.821,0.321,0,0.821,0
BUD-4,2016-08-29,0.443,0,0,0.443,0
BUD-4,2016-09-05,0.639,0.139,0,0.639,0
BUD-4,2016-09-12,0.764,0.264,0,0.764,0
BUD-4,2016-09-19,0.83,0.33,0,0.83,0
BUD-4,2016-09-26,0.727,0.227,0,0.727,0
BUD-4,2016-10-03,0.83,0.33,0,0.83,0
BUD-4,2016-10-10,0.667,0.167,0,0.667,0
BUD-4,2016-10-17,0,0,0,0,0
BUD-4,2016-10-24,0.289,0,0,0.289,0
BUD-4,2016-10-31,0.804,0.304,0,0.804,0
BUD-4,2016-11-07,0.8,0.3,0,0.8,0
BUD-4,2016-11-14,0.8,0.3,0,0.8,0
BUD-4,2016-11-21,0.794,0.294,0,0.794,0
BUD-4,2016-11-28,0.8,0.3,0,0.8,0
BUD-4,2016-12-05,1.123,0.623,0.123,0,0
BUD-4,2016-12-12,1.2,0.7,0.2,0,0
BUD-4,2016-12-19,0.974,0.474,0,0.974,0
BUD-4,2016-12-26,0.963,0.463,0,0.963,0
BUD-4,2017-01-02,0.956,0.456,0,0.956,0
BUD-4,2017-01-09,1.2,0.7,0.2,0,0
BUD-4,2017-01-16,1.2,0.7,0.2,0,0
BUD-4,2017-01-23,1.2,0.7,0.2,0,0
BUD-4,2017-01-30,1.151,0.651,0.151,0,0
BUD-4,2017-02-06,0.331,0,0,0.331,0
BUD-4,2017-02-13,0.42,0,0,0.42,0
BUD-4,2017-02-20,1.2,0.7,0.2,0,0
BUD-4,2017-02-27,1.183,0.683,0.183,0,0
BUD-4,2017-03-06,1.193,0.693,0.193,0,0
BUD-4,2017-03-13,0.944,0.444,0,0.944,0
BUD-4,2017-03-20,1.2,0.7,0.2,0,0
BUD-4,2017-03-27,1.183,0.683,0.183,0,0
BUD-4,2017-04-03,1.2,0.7,0.2,0,0
BUD-4,2017-04-10,1.2,0.7,0.2,0,0
BUD-4,2017-04-17,1.2,0.7,0.2,0,0
BUD-4,2017-04-24,1.169,0.669,0.169,0,0
BUD-4,2017-05-01,1.2,0.7,0.2,0,0
BUD-4,2017-05-08,1.2,0.7,0.2,0,0
